"Transcription","Backchannel","Pair"
"Ok, nei, da. D- d- d- da ser jeg den","0","57"
"Ja","1","57"
"Det er rart","0","57"
"Nei, for Jondalstunnellen kutter jo ned fra, eh- kutter jo ned på reisen til å komme seg til Jondalen, slik at xxx alt i fra Odda og videre østover, sk- så skal videre øst kan gå gjennom der for det er raskere å g- for om du skal til Oslo, for eksempel, så er det raskere å få gå til Bergen, til Jondal og videre gjennom Jondalstunnellen, og- t- t- til Odda, og så over Hardangervidda. Så det korter ned på endel turer, da. Så den ga mening til å lage, men-","0","57"
"Mm","1","57"
"Ok","1","57"
"Så, der er- der er mening hvertfall, men, eh-","0","57"
"Ja","1","57"
"Men, likevel, Jondal er en sånn liten plass der omtrent alle flytter ut og ingen flytter inn","0","57"
"Ja, samme i Honningsvågen. Der e- ja, ingenting","0","57"
"Mm","1","57"
"Rareste samtalen jeg har overhørt","0","57"
"Hvem husker på det? haha","0","57"
"Nei, je- jeg g- jeg gir en fin faen","0","57"
"Hvis jeg hadde overhørt noe så tror ikke jeg jeg hadde huska det på den måten","0","57"
"Nei, sant?","1","57"
"Nei","0","57"
"Two different kinds of superpower you would want to have","0","57"
"xxx","0","57"
"Oh","0","57"
"Hm","0","57"
"Når de spesifiserer ikke regler, så, The power to get superpowers?","0","57"
"Haha, nei. xxx","0","57"
"Jeg- jeg har alltid hatt lyst til å fly, så jeg tror måt- liksom, valgt det i hvertfall","0","57"
"Mm","1","57"
"Og så kanskje, eh, superstyrke? Kanskje? Det er veldig praktisk å ha, liksom","0","57"
"xxx","0","57"
"Ja, ja","1","57"
"Hm","0","57"
"M- men sånn som telepati og sånne ting, det tror jeg hadde vært helt forferdelig å hatt","0","57"
"Mm","1","57"
"Jeg tror jeg hadde likt å vært en speedster, xxx omtrent sånn evig- e- ev- evig tid på bacheloroppgaven, basically, haha","0","57"
"Ja, ikke sant, det òg, ja","1","57"
"Ja, ikke sant, bare sitte, bare (lyd), ja. Det er sant. Den òg er bra","0","57"
"Mm","1","57"
"Det er hvertfall 1. Hm","0","57"
"I don't know. Mind control?","0","57"
"Serr?","1","57"
"Jeg vet ikke jeg. Hvorfor ikke? Haha","0","57"
"xxx","0","57"
"Ensomt. Jeg har sett Jessica Jones nå, så jeg- det er liksom-","0","57"
"Åja, The- The purple man, er det ikke det han heter?","0","57"
"Eller blir kalt?","0","57"
"Jo, eh, Killgrave","0","57"
"Ja, Killgrave The purple man","0","57"
"Mm","1","57"
"Og det- nei, jeg tror ikke jeg ville hatt det, haha","0","57"
"Haha","0","57"
"xxx","0","57"
"Men ja, ja ok","0","57"
"Ja, ok. Hypnotic powers. Da kan du ikke gjø- da- da- da- da kan faktisk- da- da- da limiter det for, eh, innenfor hypnose så kan du ikke gjøre noe hvis- som- for me- me- med mindre xxx personen som blir hypnotisert vil det- vil hypno xxx vil det, så går det ikke an for xxx, da","0","57"
"xxx","1","57"
"Mm","1","57"
"Ja","1","57"
"Og man kan motstå de ganske enkelt","0","57"
"xxx","0","57"
"Ja, men hva er vitsen da, liksom?","0","57"
"Mm","1","57"
"Kan bare spørre de, om du-","0","57"
"Jeg vet ikke. Man får jo en knallb- ma- man får jo en knallbra karriere innenfor hypnoti- hypnotisering, da","0","57"
"I guess","0","57"
"Mm","1","57"
"Ja, kanskje, sånn- haha","0","57"
"Mm","1","57"
"xxx","0","57"
"Du vil kjøpe dette, sant?, og så kjøper de det","0","57"
"Ja, ja, p- perfekte ting, bare stå der på, eh, TV-skjermen og får alle til å få lyst å kjøpe dette her, haha","0","57"
"Ja, ja","1","57"
"Sånne ting kan jo være greit, da","0","57"
"Jeg vet ikke hvordan jeg skal kombinere det med speester, men- haha","0","57"
"Haha, nei","1","57"
"Ikke akkurat","0","57"
"Men det kan bli int- interessant å se. xxx Hva man kan finne på med det","0","57"
"(host)","0","57"
"Ja","1","57"
"Hm","0","57"
"Ja, det var den der lista","0","57"
"xxx feedback xxx if you are successfull xxx fail, you lose all the points xxx right decision, there are no time limits or xxx Hun sa 10 minutter da, men","0","57"
"xxx, ok","0","57"
"Ja, haha, det var det da","0","57"
"Ok","0","57"
"Han så jo litt glad ut","0","57"
"Skal vi ta den? Nøytral? Eller, la den gå?","0","57"
"La den gå, eller prøve å tappe han?","0","57"
"Ålreit","1","57"
"Hm","1","57"
"Nei, feil","0","57"
"Ignored, haha","0","57"
"Eh, sterk dude. Blå, sånn som han forrige, og vi fikk ingenting av å tappe den blå, så","0","57"
"Men den var sterkere. Så det kan hende den har- hm","0","57"
"H-","0","57"
"xxx","0","57"
"Kanskje den skal vi tappe? Haha","0","57"
"Tap og drep","0","57"
"Tap og drep?","0","57"
"Ja","1","57"
"Der var ikke to forskjellige ting da? Så-","0","57"
"Ja, det er sant det. Så ok, han v- og den forrige var jo friendly, var han ikke?","0","57"
"Jo","0","57"
"Ja","1","57"
"Ok, tap","0","57"
"Ja, det var rett","0","57"
"Ja, den. Den skal vi sikkert tappe og drepe","0","57"
"Den. Den e-","0","57"
"Ja","1","57"
"Ok","0","57"
"Så da er prikkene drepe, da","0","57"
"Ja","1","57"
"Ok, grønn, svak. Han er ikke noe å tappe","0","57"
"Drep, tror jeg","0","57"
"Ja, prøv","0","57"
"Hæ? Ignored","0","57"
"Hm, Friendly ha- han var friendly nå","0","57"
"Hm","0","57"
"xxx samme med han, bare friendly, så bare, eh, gå der da","0","57"
"Ok, men hva er prikkene da?","0","57"
"xxx","0","57"
"Ok, så den er sint","0","57"
"Den, mest sannsyn-","0","57"
"Ja, sint","0","57"
"Så det er- nei","0","57"
"What?","0","57"
"Ignore?","0","57"
"You should have just ignored this friendly alien","0","57"
"Ka- k- (sukk)","0","57"
"Hvordan dreper jeg den da? Haha","0","57"
"Nå var den sint og har prikker","0","57"
"Mm","1","57"
"Og han hadde svake f- og, eh, svake ting. og han hadde, eh, stikke-ut-øyne istedenfor. Så, prøv å drep?","0","57"
"Åja, ørene?","0","57"
"Hm, øynene","0","57"
"Men du ser de der øynene- han der tapper vi, han har vi fått rett på før når vi tappa","0","57"
"Åja","1","57"
"Ja","1","57"
"Mm, Score 200","0","57"
"xxx","0","57"
"Mens han s- tapper og dreper vi?","0","57"
"Ok","1","57"
"Var ikke det r-","0","57"
"Jo, jo. Ok, ok, ok, ja","0","57"
"Mm","1","57"
"Eh, han var ok, var han ikke?","0","57"
"xxx","0","57"
"Hva er det som gjør vi t- tapper han da?","0","57"
"Jeg føler musklene, haha","0","57"
"Ok, prøv å tapp","0","57"
"Men, jeg er ikke helt sikker","0","57"
"Han så jo ut som en av de v- onde v- den dumme versjonen av-","0","57"
"Så tapp og drep?","0","57"
"Får prøve, haha","0","57"
"Mm","1","57"
"Skal vi prøve da?","0","57"
"Ja","1","57"
"Ok, nei","0","57"
"(sukk) ok","0","57"
"Have tapped, men vi tappa og drepte så, ok- eh, han er en tapp","0","57"
"Hm","0","57"
"Ja","0","57"
"Og han er en tapp og drep. Han- eller bar- bare dreper vi han? Eller var han bare helt friendly? Jeg husker ikke helt","0","57"
"Jeg t- det spørs om fargen har j- har noe å si","0","57"
"Ja, det var det","1","57"
"Men jeg tror han er bare en friendly alien","0","57"
"Bare det?","0","57"
"Ja","1","57"
"Tapped. Ok- o- o- ok, nutritious, da står de sånn. Sånn som- sånn som han der han er bare en friendly dude som vi bare skal ta å sende videre","0","57"
"Tap","0","57"
"Ja, xxx","0","57"
"Ja","1","57"
"Mens han der er en drep?","0","57"
"Ok, ja","0","57"
"Mm","1","57"
"Oh","0","57"
"Eh, ja","0","57"
"Tapp?","0","57"
"Han så glad ut, så","0","57"
"og han hadde muskler","0","57"
"Mm","1","57"
"Ok, ok, ok","0","57"
"(host)","0","57"
"Drep","0","57"
"Drep, ja","0","57"
"Nice","0","57"
"Tapp?","0","57"
"Ja","1","57"
"Hm, dre- la gå?","0","57"
"La gå","0","57"
"Tror det","0","57"
"xxx","0","57"
"Hva er de sinte øynene da?","0","57"
"Kan bare være at han hadde- hadde en dårlig dag, haha","0","57"
"Mm","1","57"
"Ok, så skal ikke drepe den?","0","57"
"Prøver","0","57"
"Åja, ok, hm","0","57"
"Mm","1","57"
"Så det er sinte øyne og prikker, da, som gjør at det den- drepe den","0","57"
"Mm","1","57"
"Tapp","0","57"
"Hm, samme som før","0","57"
"(sukk)","0","57"
"Han var bare tapp","0","57"
"Ikke tap og drep?","0","57"
"Ikke tap og drep","0","57"
"Hvorfor ikke?","0","57"
"Fordi at vi har hatt han før, og han var tapp","0","57"
"Og han var b- nei","0","57"
"Killed and tapped? xxx Ok, dumme meg","0","57"
"Bare la gå","0","57"
"Eh, men han hadde øyne og prikker","0","57"
"Ja, men vi har hatt en sånn f- Ja, men vi har hatt han før med ba-","0","57"
"Skal ikke vi bare drepe den da?","0","57"
"Ja, det- om du har lyst til å gå å drepe han så-","0","57"
"Eh, xxx","0","57"
"Je- jeg er ganske sikker på at det e-","0","57"
"Ok","1","57"
"Hva søren? Jeg mener jo at det vi har hatt den før","0","57"
"Han hadde- v- han var jo sterk, så der har vi det","0","57"
"Bare la gå","0","57"
"Mm","1","57"
"Tapp","0","57"
"Mm","1","57"
"Ok, så han der. Da- da var det jeg som huska feil, da, me- men sinteøyne da er det tapp og drep","0","57"
"Mm","1","57"
"Mens med runde øyne- mens han der er drep","0","57"
"Men han hadde ikke prikker","0","57"
"Sant det","0","57"
"Jeg tror vi skal la ham gå","0","57"
"Ja","0","57"
"xxx","0","57"
"Ok, så sånn- eh","0","57"
"Men han- la gå","0","57"
"Ja","1","57"
"Glade øyne","0","57"
"Tapp og drep?","0","57"
"Tapp, tror jeg","0","57"
"Ja, prøv","1","57"
"Ja","1","57"
"Prikkene var den som hadde-","0","57"
"Prikker og sinte øyne, da-","0","57"
"Mm","1","57"
"Eh, la- nei, drepe og, ja","0","57"
"Ja","1","57"
"Mm","1","57"
"Ja, samme som f- haha, hm. Easy points","0","57"
"Der har vi tapp og drep","0","57"
"Mm","1","57"
"xxx drep?","0","57"
"Nei","0","57"
"Ok, xxx","0","57"
"Men den hadde ikke prikker, liksom","0","57"
"Ja, ok","1","57"
"Eh, tapp","0","57"
"Yeah","0","57"
"Tapp og drep","0","57"
"Eller var det?","0","57"
"Tapp og drep?","0","57"
"Ja, nei, nei, nei, nei, nei, du har rett, det er tapp","0","57"
"Det er tapp tror jeg","0","57"
"Eh, han hadde ikke prikker","0","57"
"Mm","1","57"
"Mm","1","57"
"Tapp","0","57"
"Yes","1","57"
"La gå?","0","57"
"J- ja. Tror det. Ja","0","57"
"Tapp","0","57"
"Mm","1","57"
"Ja","1","57"
"Nå går det litt xxx, haha","0","57"
"Ja","1","57"
"xxx","0","57"
"Kill it","0","57"
"with fire","0","57"
"Mm vi-","0","57"
"Thank you","0","57"
"Let's see, du tar den?","0","57"
"Skal jeg-","0","57"
"Mm","1","57"
"Så den var- den var la gå","0","57"
"(host)","0","57"
"Hm, tapp, nei xxx, jo","0","57"
"Jo","0","57"
"Og så flekkene, så- hm","0","57"
"Drep","0","57"
"(sukk) drep?","0","57"
"Nei, det var det ikke","0","57"
"Nei, det var flekkene nå. Hm","0","57"
"Tapp","0","57"
"Mm. Når jeg hørte det at vi skulle velge de s- de skulle leve eller dø hadde jeg egentlig å gj- m- gjø- gjøre alien genocide, men. Haha","0","57"
"Haha, bare drepe alle sammen?","0","57"
"Mm","1","57"
"That's the empire way om du ha- om du har sett, eh, me- we- Warhammer 40K, haha","0","57"
"Nei","0","57"
"xxx","0","57"
"Det er sånn, eh, faction med s- sykt xenofo- eh, bokstavelig talt xenofober med- m- mot aliens, da. Eh, de skjønner ikke- de- de- de tar ingenting ut ifra hudfarge lenger, da, men, det er- sånn om du- om du ikke er menneske, da- da er der noe galt med deg, haha","0","57"
"Mm","1","57"
"Å","1","57"
"Nå fulgte ikke jeg med, haha","0","57"
"Eh","0","57"
"Mm","1","57"
"Nei, men det e- det er et interessant univers. For du finner omtrent alle de me- du- du finner omtrent alle styreformer tatt inn i det ekstreme, uansett om det er høyre eller venstre","0","57"
"Åja","1","57"
"Så det er heller interessant, haha","0","57"
"Det er en serie?","0","57"
"N- ja, både serie, spill og xxx","0","57"
"Å, jeg glemte å se","0","57"
"Warhammer?","0","57"
"Warhammer, eh, 40K, Warhammer fan- og Warhammer Fantasy","0","57"
"Å, jeg glemmer å se, xxx","0","57"
"Eh, n- det var prikk med s- stygge fjeset","0","57"
"Ok","1","57"
"Tapp og drep","0","57"
"Hm","0","57"
"Prikker, men snilt- ja","0","57"
"Tapp","0","57"
"La gå","0","57"
"(gjesp)","0","57"
"Tapp","0","57"
"La gå","0","57"
"Haha, xxx, haha","0","57"
"Tapp","0","57"
"Og drep igjen","0","57"
"Prikker","0","57"
"Ingen prikker, så tapp","0","57"
"Eh, ja","0","57"
"Prikk xxx Han er- ok","0","57"
"(host)","0","57"
"Oi","0","57"
"Det kan ikke ha tatt så veldig mange ganger før de andre fant ut av det heller, tror jeg","0","57"
"Nei","1","57"
"Altså det er omtrent en assembly line dette her nå","0","57"
"Hm?","0","57"
"Det er jo omtrent en- bare en xxx. Vi må bare en assembly line. E-e- eneste som egentlig xxx presse oss tilbake nå er hvor lang tid det tar før neste bilde kommer. Haha","0","57"
"Egentlig","1","57"
"Tapp og drep","0","57"
"Hm","0","57"
"Der var tapp og drep igjen","0","57"
"Jeg lurer på hva- hva høyeste scoren egentlig er","0","57"
"Mm","1","57"
"Får vi sikkert ikke vite","0","57"
"Nei","1","57"
"Ja, om vi ikke vet navnene på de så kan vi kanskje få lov til å vite","0","57"
"Ja, men jeg tror ikke jeg gidder å spørre om det, haha","0","57"
"Nei, det er ikke så farlig egentlig","0","57"
"Jeg føler det blir litt sånn rart for resultatet da. Eh, at vi-","0","57"
"Ja, det blir liksom litt tampered med xxx","0","57"
"At vi får en an- andre gang, liksom","0","57"
"Ja","1","57"
"Men dette har jo egentlig bare med kognitiv å gjøre, egentlig","0","57"
"Ja","1","57"
"Har ikke så mye med språk, antar jeg","0","57"
"Nei, det var det for jeg lurte liksom på hva egentlig målet deres var","0","57"
"De- de tar jo- og de tok jo opp samtalene våre, da","0","57"
"Ja, det gjorde de jo","1","57"
"Og jeg tror hun fant ut av- med- for jeg, eh, je- jeg fikk med meg det, en liten sånn, liten glimp av telefonen og hun hadde en sånn record-sak der, med-","0","57"
"Ja, jeg så det","1","57"
"Ja","1","57"
"Så jeg antar at det den feeden der går til telefonen hennes, da","0","57"
"Mm","1","57"
"xxx","0","57"
"Shit, jeg følger ikke med i det hele tatt engang, haha. Åh","0","57"
"Nei, men","0","57"
"Tapp og drep","0","57"
"Faen, føler nesten at det er som om vi holder på å leke med dyr, eh, nå med- ok, han er syk, men så- men han, eh, men han ha- men han har ting vi kan tappe fra han så d- då går den her, i denne linja her. Nesten som en holocaust","0","57"
"Haha, basically","0","57"
"Mm","1","57"
"Haha, hm","0","57"
"Mulig en måte jeg kan kombinere, eh, hyp- hypnotic powers og speedster. Subliminal messaging. Haha","0","57"
"Ja, ja, ja. Det går an","0","57"
"Mm","1","57"
"Liksom, de v- har jo ikke peiling at xxx så om du bare står der og vispe t- hvisker ting i ørene deres, så finner de ut- pl- plutselig ut at hm, det er min idé, jeg skal gjøre det, mens det var egentlig du som planta det inn","0","57"
"Mm","1","57"
"Det går an","0","57"
"Mm","1","57"
"Jeg tror jeg hadde blitt en villain. Haha","0","57"
"Hva?","0","57"
"Jeg tror no- de- det hø- det er litt mer villain power dette her, egentlig","0","57"
"Vil-?","0","57"
"Villain, altså, eh, skurk","0","57"
"Åja, åja, ja, ja","0","57"
"Eh","0","57"
"Ja","1","57"
"Tapp og drep","0","57"
"xxx","0","57"
"En ting det kanskje mulig å xxx at det du- at det du m- fikk det til raskere til enn meg, haha.","0","57"
"Hm?","0","57"
"Nei, du- du har jo tatt mer rett enn meg når det kommer til, eh, forskjellene her, så. Er vertfall en ting du har funnet ut","0","57"
"Åja, haha","1","57"
"Mm","1","57"
"Hm","0","57"
"Føler det er litt urettferdig dette her","0","57"
"Er den wide k- eh, ja, nei, da, haha. Er det en wide camera lens? Med tanke på at jeg s- sitter litt-","0","57"
"GoPro er ganske wide lens","0","57"
"Mm","1","57"
"Åh, jeg glemte å se","0","57"
"Oh","0","57"
"Haha, vel, brøt ikke streaken","0","57"
"Nope","1","57"
"Nja","0","57"
"La gå","0","57"
"Hm","0","57"
"Hm","0","57"
"xxx","0","57"
"Hadde ikke prikker på seg, så. Han er å tap- tappe og drepe","0","57"
"Det har jeg faktisk ikke merka før nå. Det er forskjellige bein","0","57"
"Har de det?","0","57"
"Hm, noen av de har hvertfall- noen av de har mer- mer en type elefantbein","0","57"
"Hm","0","57"
"Hvertfall en av de som hadde det","0","57"
"Ja, ja. Ja, sant det","0","57"
"Der!","0","57"
"Kanskje den har mer- kanskje den har mer nutrition value","0","57"
"Me- så- når du tapper","0","57"
"Hm, kanskje","0","57"
"Kanskje det er flere forskjeller som en skal, kanskje bli forvirra av","0","57"
"Mm","1","57"
"Mens vi har egentlig bare fokusert på prikker, øyne og armer","0","57"
"Mm","1","57"
"Nei, nei, nei, nei, nei","0","57"
"Eh","0","57"
"Liksom, han er fremdeles ok, selv om han har prikker, men når han er snill i trynet, så","0","57"
"Hvis han har ikke prikker på seg så er han ok å t- bare draine","0","57"
"Hm","0","57"
"Mhm","0","57"
"Kom an","0","57"
"xxx","0","57"
"Er ikke den nett den s- nei, vet ikke, jeg","0","57"
"Kunne vært den samme","0","57"
"xxx","0","57"
"Hm, ok","0","57"
"Åja, xxx. Åja, det var enten 10 minutter eller innen, eh, vi hadde tatt, eh, 96 bilder","0","57"
